Cliente;Material;Tipo material;Texto breve de material;Nombre Fabricante;Numero Pieza de Fabricante;Centro área pl.nec.;Almacén;Caract.planif.nec.;Punto de pedido;Stock alm.máx.;Grupo de compras;Denominación GrpComp;Rubro;SubRubro;Unidad de peso;TIPO DOC;ESTADO ITEM;NRO. VA01/VA21;NRO. OC;FECHA RECEPCION;FECHA PICKING;FECHA CONTABILIZACION VL;FECHA ENTREGA ESPERADA;FECHA DE EMISION NECESIDAD;GRUPO DE COMPRA OC;NRO. SOLPED
00379 – VELADERO FASE 8C;1002935;ZSTO;FILTRO AIRE COMBUSTIBLE;VOLVO CONS // DONALDSON;VOE11172907 // P528708;MM01;379;V1;6;12;F04;FILTRO AIRE;FILTROS;EC 480D - L220G - PL 3005D;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002936;ZSTO;FILTRO AIRE CABINA;VOLVO CONS // No aplica;VOE11703979 // 150522786;MM01;379;V1;3;6;F05;FILTRO AIRE CABINA;FILTROS;VOLVO EC 480D;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002859;ZSTO;FILTRO ACEITE DIRECCION;CATERPILLA // CATERPILLA //;1560214 // 3321871 // P164378;MM01;379;V1;1;2;F03;FILTRO ACEITE;FILTROS;CAT D6;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1002937;ZSTO;FILTRO AIRE ACONDICIONADO CABINA EX;VOLVO CONS // VOLVO CONS;VOE14689735 // 14506997;MM01;379;V1;3;6;F10;FILTRO HVAC;FILTROS;VOLVO EC 480D - PL 3005D;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002860;ZSTO;FILTRO AIRE CABINA;CATERPILLA;2098217;MM01;379;V1;1;2;F05;FILTRO AIRE CABINA;FILTROS;CAT D8;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1002946;ZSTO;FILTRO COMBUSTIBLE;CATERPILLA;3087298;MM01;379;V1;2;4;F06;FILTRO COMBUSTIBLE;FILTROS;2100X;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002861;ZSTO;FILTRO AIRE CABINA;CATERPILLA;2380479;MM01;379;V1;1;2;F05;FILTRO AIRE CABINA;FILTROS;CAT D8;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1002954;ZSTO;FILTRO ACEITE ORIGINAL;KOHLER;WAN5000155736;MM01;379;V1;2;4;F03;FILTRO ACEITE;FILTROS;TORRE WACKER;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002990;ZSTO;FILTRO DE AIRE PRIMARIO;BOBCAT // DONALDSON;6666333 // P822768;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;BOBCAT S530;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002991;ZSTO;FILTRO DE AIRE SECUNDARIO;BOBCAT // DONALDSON;6666334 // P822769;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;BOBCAT;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002901;ZSTO;FILTRO ACEITE;FLEETGUARD // DONALDSON // KOMATSU HO;LF9009 // P553000 // 6742014540;MM01;379;V1;2;4;F03;FILTRO ACEITE;FILTROS;VW 31-320 - 19360;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1002994;ZSTO;PERKINS FILTRO ACEITE;HAULOTTE G // PERKINS // DONALDSON;2427003080 // 2654407 // P554407;MM01;379;V1;2;4;F03;FILTRO ACEITE;FILTROS;HAULOTTE HTL 4014/4017/4010;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002904;ZSTO;FILTRO HIDRAULICO CAT XUN;CATERPILLA // CATERPILLA;1261818 // 4656506;MM01;379;V1;1;2;F07;FILTRO FLUIDO HIDR;FILTROS;CAT 980H, 775G;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1002995;ZSTO;FILTRO HIDRAULICO DE PRESION;HAULOTTE G // DONALDSON //;2427002910 // P783753 // P564860;MM01;379;V1;1;2;F07;FILTRO FLUIDO HIDR;FILTROS;HAULOTTE HTL 4014/4017/4010;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003001;ZSTO;FILTRO DE AIRE PRIMARIO;FLEETGUARD // DONALDSON // FLEETGUARD;2324005070 // P828889 // AF25557;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;HAULOTTE HTL 4014/4017/4010;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003002;ZSTO;FILTRO DE AIRE SECUNDARIO;HAULOTTE G // DONALDSON;2326001910 // P829333;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;HAULOTTE HTL 4014/4017/4010;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002922;ZSTO;FILTRO ACEITE TRANSMISIÓN DIFERENCIAL;JOHN DEERE;AT335492;MM01;379;V1;2;4;F03;FILTRO ACEITE;FILTROS;JD 644K, 544K;KG;ZPAS;EMBALADO PARCIAL;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003020;ZSTO;FILTRO AIRE MOTOR;JOHN DEERE;AT332908;MM01;379;V1;4;8;F04;FILTRO AIRE;FILTROS;JD 310K;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003026;ZSTO;FILTRO SEPARADOR DE AGUA;FLEETGUARD // FLEETGUARD // DONALDSON;FS19652 // FS1280 // P551329;MM01;379;V1;16;32;F13;FILTRO TRAMPA DE A;FILTROS;ONAN C66D5;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003027;ZSTO;ELEMENTO FILTRO DE ACEITE;FLEETGUARD // No aplica // // BALDWIN //;LF16061 // P556615 // DBL7349 // B7362 // LF3806;MM01;379;V1;4;8;F03;FILTRO ACEITE;FILTROS;ONAN C66D5;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002926;ZSTO;FILTRO AIRE SECUNDARIO;BOMAG GMBH // DONALDSON // // BALDWIN;5821148 // P780036 // CF5001 // RS3993;MM01;379;V1;6;12;F04;FILTRO AIRE;FILTROS;BOMAG BW24 RH;KG;ZPAS;EMBALADO PARCIAL;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003051;ZSTO;FILTRO AIRE PRIMARIO VOLVO;VOLVO CONS;VOE11110022;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;PIPELAYER PL 3005D VOLVO;KG;ZPAS;EMBALADO;1000093322;;;28/8/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003052;ZSTO;FILTRO AIRE SECUNDARIO VOLVO;VOLVO CONS;VOE11110023;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;PIPELAYER PL 3005D VOLVO;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003055;ZSTO;FILTRO DE ACEITE MOTOR VOLVO;VOLVO CONS // VOLVO CONS //;VOE17457469 // 3831236 // VOE17535679;MM01;379;V1;2;4;F03;FILTRO ACEITE;FILTROS;PIPELAYER PL 3005D VOLVO;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003057;ZSTO;ELEMENTO FILTRO DE AIRE PRIMARIO;JOHN DEERE;AT175223;MM01;379;V1;8;14;F04;FILTRO AIRE;FILTROS;MOTONIVELADORA JD 770 G;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003058;ZSTO;KIT FILTRO COMBUSTIBLE COMPLETO;JOHN DEERE // JOHN DEERE;RE525523 // RE52090652323;MM01;379;V1;8;14;F06;FILTRO COMBUSTIBLE;FILTROS;MOTONIVELADORA JD 770 G;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003087;ZSTO;FILTRO COMBUSTIBLE;TOYOTA ARG //;233900L07000 // 233900L100;MM01;379;V1;35;70;F06;FILTRO COMBUSTIBLE;FILTROS;HILUX 2017;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003088;ZSTO;FILTRO AIRE;TOYOTA ARG // TOYOTA ARG;178010L04000 // 178010E030;MM01;379;V1;35;70;F04;FILTRO AIRE;FILTROS;HILUX 2017;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002938;ZSTO;FILTRO HIDRAULICO RETORNO;VOLVO CONS //;VOE14569658 // 14690316;MM01;379;V1;1;2;F07;FILTRO FLUIDO HIDR;FILTROS;VOLVO EC 480D;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003089;ZSTO;FILTRO DE CABINA;TOYOTA ARG;871390K080;MM01;379;V1;35;70;F05;FILTRO AIRE CABINA;FILTROS;HILUX 2017;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003093;ZSTO;FILTRO DE COMBUSTIBLE;VOLVO CONS // VOLVO CONS;P22480372 // VOE15126069;MM01;379;V1;20;38;F06;FILTRO COMBUSTIBLE;FILTROS;VOLVO FM460;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003094;ZSTO;FILTRO DE DRENAJE BOMBA;VOLVO CONS // No aplica //;21392404 // 7632141111 // 20580233;MM01;379;V1;3;6;F07;FILTRO FLUIDO HIDR;FILTROS;VOLVO 330 // VOLVO FM460;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002971;ZSTO;FILTRO DE TRANSMISION CAT;CATERPILLA //;3375270 // 5715253;MM01;379;V1;1;2;F03;FILTRO ACEITE;FILTROS;CAT D8,D9,336,775,390,988;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003095;ZSTO;FILTRO TRAMPA DE AGUA COMBUSTIBLE;PARKER RAC //;21925732 // 23662435;MM01;379;V1;20;34;F13;FILTRO TRAMPA DE A;FILTROS;VOLVO FM460;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002973;ZSTO;FILTRO A A CABINA EXTERIOR;CATERPILLA;1127448;MM01;379;V1;1;2;F10;FILTRO HVAC;FILTROS;CAT 988;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003096;ZSTO;FILTRO DE AIRE TANQUE DE COMBUSTIBLE;VOLVO CONS // DONALDSON;21743197 // P954869;MM01;379;V1;30;56;F06;FILTRO COMBUSTIBLE;FILTROS;VOLVO 330 // VOLVO FM460;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003097;ZSTO;FILTRO DE AIRE PRIMARIO;VOLVO CONS;21337557;MM01;379;V1;20;34;F04;FILTRO AIRE;FILTROS;VOLVO FM460;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003108;ZSTO;FILTRO DE AIRE PRIMARIO;CASE // FLEETGUARD;87344135 // AF25174;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;FARMALL A-120;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002992;ZSTO;FILTRO RESPIRADERO TANQUE;BOBCAT;6727475;MM01;379;V1;1;2;F04;FILTRO AIRE;FILTROS;S530;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003109;ZSTO;FILTRO DE AIRE SECUNDARIO;MANN;87344136 // CF360;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;FARMALL A-120;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003110;ZSTO;FILTRO DE COMBUSTIBLE;DONALDSON;47377748 // P556287;MM01;379;V1;2;4;F06;FILTRO COMBUSTIBLE;FILTROS;FARMALL A-120;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003111;ZSTO;FILTRO MOTOR;;84228488 // LF16117;MM01;379;V1;2;4;F03;FILTRO ACEITE;FILTROS;FARMALL A-120;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002996;ZSTO;FILTRO RESP DE TANQUE;HAULOTTE G;2505003370;MM01;379;V1;1;2;F04;FILTRO AIRE;FILTROS;HAULOTTE HTL 4014/4017/4010;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003126;ZSTO;FILTRO SECADO DE AIRE;VOLVO CONS // VOLVO CONS // VOLVO CONS //;21412848 // 22223804 // 23260134 // 23690622;MM01;379;V1;6;12;F11;FILTRO SECADOR DE;FILTROS;VOLVO FM460;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002997;ZSTO;FILTRO CABINA INTERIOR;HAULOTTE G // DIECI // HIFI FILTE;2820301610 // 2I094123 // SC 70087;MM01;379;V1;1;2;F05;FILTRO AIRE CABINA;FILTROS;HAULOTTE HTL 4014/4017/4010;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003138;ZSTO;FILTRO DE COMBUSTIBLE;KOMATSU HO // KOMATSU HO;6003193750 // 6003113750;MM01;379;V1;6;12;F06;FILTRO COMBUSTIBLE;FILTROS;KOMATSU PC 200-8;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1002998;ZSTO;FILTRO COMBUSTIBLE;PERKINS // FLEETGUARD // // DONALDSON // MANN;4415122 // FF5788 // P556245 // P502420 // P917X;MM01;379;V1;2;4;F06;FILTRO COMBUSTIBLE;FILTROS;HAULOTTE;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003139;ZSTO;FILTRO HIDRAULICO;KOMATSU HO;2076071183;MM01;379;V1;2;4;F07;FILTRO FLUIDO HIDR;FILTROS;KOMATSU PC 200-8;KG;ZPAS;EMBALADO;1000093322;;;2/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003000;ZSTO;FILTRO HIDRAULICO DE RETORNO;HAULOTTE G //;2505001940 // 16782 ELEVAMUNDO;MM01;379;V1;1;2;F07;FILTRO FLUIDO HIDR;FILTROS;HAULOTTE HTL 4014/4017;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003170;ZSTO;FILTRO DE AIRE PRIMARIO;FLEETGUARD // FILPLUS //;AF26085 // MSA26085 // FAI6085;MM01;379;V1;6;12;F04;FILTRO AIRE;FILTROS;FILTRO AIRE;KG;ZPAS;SIN TRATAMIENTO;1000093322;;;;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003171;ZSTO;FILTRO DE AIRE SECUNDARIO;FLEETGUARD // FILPLUS;AF26086 // MSA26086;MM01;379;V1;6;12;F04;FILTRO AIRE;FILTROS;FILTRO AIRE;KG;ZPAS;SIN TRATAMIENTO;1000093322;;;;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003172;ZSTO;Filtro Aceite Motor;FLEETGUARD // DONALDSON // DONALDSON;LF16011 // P550335 // P551132;MM01;379;V1;6;12;F03;FILTRO ACEITE;FILTROS;CAT 950;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003180;ZSTO;FILTRO DE AIRE;DBT S.A. // DONALDSON // DARMET;3025127 // P822686 // VP-2735;MM01;379;V1;40;84;F04;FILTRO AIRE;FILTROS;HIMOINSA LTA 8 V LED;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003181;ZSTO;FILTRO DE COMBUSTIBLE;DBT S.A. // FLEETGUARD // DONALDSON // HIFI FILTE;3048841 // FF 5259 // P502166 // SN 21590;MM01;379;V1;40;84;F06;FILTRO COMBUSTIBLE;FILTROS;HIMOINSA LTA 8 V LED;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003024;ZSTO;ELEMENTO FILTRO AIRE;FLEETGUARD // No aplica // No aplica;AF26094 // 8200651 // A034P660;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;ONAN C66D5;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003182;ZSTO;FILTRO GASOIL;DBT S.A. // VER // HIMOINSA S // DONALDSON;3024206 // 17108155910 // 3082015 // P502406;MM01;379;V1;40;84;F06;FILTRO COMBUSTIBLE;FILTROS;HIMOINSA LTA 8 V LED;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003025;ZSTO;ELEMENTO FILTRO AIRE;FLEETGUARD // No aplica // No aplica //;AF26093 // 8200650 // A034P656 // P131394;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;ONAN C66D5;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003183;ZSTO;FILTRO DE ACEITE MOTOR;DBT S.A. // // DONALDSON // // // // FLEETGUARD;3035098 // LF3925 // P502067 // T 600 // W67/1 // W671 // LF3925;MM01;379;V1;40;84;F03;FILTRO ACEITE;FILTROS;HIMOINSA LTA 8 V LED;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003199;ZSTO;FILTRO AIRE;DONALDSON;C065003;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;IS VENTEC 6TK/2TB/AY/TECEL/11,;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003205;ZSTO;SILICAGEL AZUL X KG SILICONA;;MP000040;MM01;379;V1;3;6;C17;INSUMOS A;FILTROS;IS VENTEC 6TK/2TB/AY/TECEL/11,;KG;ZPAS;EMBALADO;1000093322;;;3/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003212;ZSTO;FILTRO TRAMPA DE AGUA;FLEETGUARD // DONALDSON;FS119657 // P550929;MM01;379;V1;2;4;F13;FILTRO TRAMPA DE A;FILTROS;ONAN C 150 D5 4;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003217;ZSTO;FILTRO DE COMBUSTIBLE;CATERPILLA;3608958;MM01;379;V1;8;14;F06;FILTRO COMBUSTIBLE;FILTROS;CAT 815 K;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003053;ZSTO;FILTRO RETORNO (HIDRAULICO DRENAJE DE GI;VOLVO CONS // VOLVO CONS;14532687 // 14744967;MM01;379;V1;1;2;F07;FILTRO FLUIDO HIDR;FILTROS;PIPELAYER PL 3005D VOLVO;KG;ZPAS;SIN TRATAMIENTO;1000093574;;;;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003227;ZSTO;FILTRO DE DE LOS EJES;JOHN DEERE;AH128449;MM01;379;V1;2;4;C29;FILTROS/RESPUESTOS;FILTROS;JD 624 K;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003054;ZSTO;FILTRO VENTILACION TANQUE HID.;VOLVO CONS;14596399;MM01;379;V1;1;2;F04;FILTRO AIRE;FILTROS;PIPELAYER PL 3005D VOLVO;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1003258;ZSTO;FILTRO DE ACEITE;FLEETGUARD;LF3959;MM01;379;V1;6;12;C29;FILTROS/RESPUESTOS;REPUESTOS;FILTROS;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003300;ZSTO;FILTRO DOSIFICACION DE UREA (COLADOR);VOLVO CONS;21954674;MM01;379;V1;3;6;F09;FILTRO DE UREA;FILTROS;VOLVO 460 FMX;KG;ZPAS;EMBALADO;1000093322;;;3/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003301;ZSTO;FILTRO DE TANQUE;VOLVO CONS // VOLVO CONS;21516229 // 23381562;MM01;379;V1;3;6;F06;FILTRO COMBUSTIBLE;FILTROS;VOLVO 460 FMX;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003345;ZSTO;FILTRO DE AIRE;FLEETGUARD;AH8742;MM01;379;V1;2;4;F04;FILTRO AIRE;FILTROS;KOMATSU;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003358;ZSTO;FILTRO AIRE XUN;FLEETGUARD // DONALDSON // // No aplica;AH1136 // B085001 // C085004 // PA2815;MM01;379;V1;6;12;F04;FILTRO AIRE;FILTROS;ONAN 67412;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003359;ZSTO;FILTRO DE AIRE PRIMARIO;KOMATSU HO //;2A59791551 // AF55884;MM01;379;V1;3;6;F10;FILTRO HVAC;FILTROS;KOMATSU PC 200-8;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003364;ZSTO;FILTRO AIRE SECUNDARIO;FLEETGUARD // KOMATSU HO // DONALDSON // // DARMET;AF26114 // 6001854120 // P533781 // TR9988 // VP-2741;MM01;379;V1;10;18;F04;FILTRO AIRE;FILTROS;FLEETGUARD;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003365;ZSTO;FILTRO AIRE PRIMARIO;FLEETGUARD // KOMATSU HO // DONALDSON //;AF25667 // 6001854110 // P532966 // VP2740;MM01;379;V1;10;18;F04;FILTRO AIRE;FILTROS;FLEETGUARD;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003373;ZSTO;FILTROAIREACONDCABINAEXTERIORINTERIOR;VOLVO CONS;21758906;MM01;379;V1;8;14;F10;FILTRO HVAC;FILTROS;VOLVO FM460;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003393;ZSTO;ORING PARA TAPA BLOW BY;CNH INDUST;2996234;MM01;379;V1;20;34;C29;FILTROS/RESPUESTOS;REPUESTOS;IVECO;KG;ZPAS;SIN TRATAMIENTO;1000093322;;;;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003713;ZSTO;SHIM MOTONIVELADORA JD670;;T129981;MM01;379;V1;22;44;C29;FILTROS/RESPUESTOS;REPUESTOS;JD 670;KG;ZPAS;SIN TRATAMIENTO;1000093322;;;;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003856;ZSTO;TRABA ESC.;CATERPILLA;5K1459;MM01;379;V1;6;12;C29;FILTROS/RESPUESTOS;REPUESTOS;CAT 140K;KG;ZPAS;SIN TRATAMIENTO;1000093322;;;;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1003098;ZSTO;FILTRO COMBUSTIBLE;BOMAG GMBH;O5718268;MM01;379;V1;2;4;F06;FILTRO COMBUSTIBLE;FILTROS;BOMAG;KG;ZPAS;EMBALADO;1000093574;;;14/8/2026;;5/9/2026;12/8/2026;;
00379 – VELADERO FASE 8C;1004005;ZSTO;TUERCA CARGADORA;;14M7278;MM01;379;V1;70;130;G05;AJUSTE;DESGASTE;CARGADOR FRONTAL JD 544K;KG;ZPAS;EMBALADO PARCIAL;1000093322;;;3/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1004011;ZSTO;LAMPARA 12V-5W S CULOTE X UN;;PHILIPS-OSRAM;MM01;379;V1;20;60;C03;EQUIPOS;REPUESTOS;ELECTRICIDAD AUTOMOTOR;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1004018;ZSTO;LAMPARA 12V-4W X UN;;BA9S;MM01;379;V1;20;60;C29;FILTROS/RESPUESTOS;REPUESTOS;ELECTRICIDAD AUTOMOTOR;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1004037;ZSTO;LAMPARA 24V-4W X UN;;BA9S;MM01;379;V1;20;60;C29;FILTROS/RESPUESTOS;REPUESTOS;ELECTRICIDAD AUTOMOTOR;KG;ZPAS;EMBALADO;1000093322;;;1/9/2026;;15/9/2026;7/8/2026;;
00379 – VELADERO FASE 8C;1016074;ZSTO;UÑA BALDE HEAVY DUTY  - 66ARXE;VOLVO CONS;VOE14732402;MM01;379;V1;12;22;G04;UÑAS;DESGASTE;VOLVO EC 480D;KG;ZPAS;PICKEADO PARCIAL;1000093322;;;4/9/2026;;15/9/2026;7/8/2026;;
